Business Name,Phone,Website,Address,Rating,Reviews,Category,Google Maps URL,Threat Level
Lucky Strike Alameda,(510) 523-6767,https://www.luckystrikeent.com/location/lucky-strike-alameda?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,"300 Park St, Alameda, CA 94501",4.1,1565,Bowling alley,https://www.google.com/maps/search/?api=1&query=Lucky%20Strike%20Alameda&query_place_id=ChIJZTxOWqSGj4ARviuTKUXycAU,Medium
Waldorf Astoria Atlanta Buckhead,(404) 995-7500,https://www.hilton.com/en/hotels/atlwawa-waldorf-astoria-atlanta-buckhead/?SEO_id=GMB-AMER-WA-ATLWAWA&y_source=1_MTE1MTY4ODYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"3376 Peachtree Rd NE, Atlanta, GA 30326",4.6,1562,Hotel,https://www.google.com/maps/search/?api=1&query=Waldorf%20Astoria%20Atlanta%20Buckhead&query_place_id=ChIJ7SFeslkP9YgRT79-830j5j8,High
Lucky Strike San Jose,(408) 578-8500,https://www.luckystrikeent.com/location/lucky-strike-san-jose/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,"5420 Thornwood Dr, San Jose, CA 95123",4,1560,Bowling alley,https://www.google.com/maps/search/?api=1&query=Lucky%20Strike%20San%20Jose&query_place_id=ChIJlcrfL9QzjoARNB-vtrEmIeM,Medium
Lucky Strike Manteca,(209) 824-2889,https://www.luckystrikeent.com/location/lucky-strike-manteca?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,"1251 E Yosemite Ave, Manteca, CA 95336",4.2,1521,Restaurant,https://www.google.com/maps/search/?api=1&query=Lucky%20Strike%20Manteca&query_place_id=ChIJ4dOLdKFBkIARno8lSApkXUU,Medium
La Quinta Inn & Suites by Wyndham Dothan,(334) 513-7904,https://www.wyndhamhotels.com/laquinta/dothan-alabama/la-quinta-dothan/overview?CID=LC:6ysy27krtpcrqev:52752&iata=00093796,"3593 Ross Clark Cir, Dothan, AL 36303",4,1478,Hotel,https://www.google.com/maps/search/?api=1&query=La%20Quinta%20Inn%20%26%20Suites%20by%20Wyndham%20Dothan&query_place_id=ChIJVb3BaW2SkogRsJWx3L7FTiY,Medium
Marriott's SurfWatch,(843) 363-3400,https://www.marriott.com/en-us/hotels/hhhsf-marriotts-surfwatch/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"10 Surf Watch Way, Hilton Head Island, SC 29928",4.8,1462,Hotel,https://www.google.com/maps/search/?api=1&query=Marriott's%20SurfWatch&query_place_id=ChIJl-Xxop9w_IgRQFKDzXqeWhA,High
Keith Zars Pools San Antonio,(210) 494-0800,http://www.keithzarspools.com/,"17427 San Pedro Ave, San Antonio, TX 78232",4.6,1404,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Keith%20Zars%20Pools%20San%20Antonio&query_place_id=ChIJM8EFLhuKXIYRyPUmbYMGE-M,High
Bowlero Bakersfield,(661) 834-2695,http://www.bowlero.com/location/bowlero-bakersfield/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,"3610 Wible Rd, Bakersfield, CA 93309",4.1,1389,Bowling alley,https://www.google.com/maps/search/?api=1&query=Bowlero%20Bakersfield&query_place_id=ChIJA_FlmoZq6oAR0okXjzrO4XA,Medium
Lucky Strike Visalia,(559) 625-2100,https://www.luckystrikeent.com/location/lucky-strike-visalia?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,"1740 W Caldwell Ave, Visalia, CA 93277",4.2,1352,Bowling alley,https://www.google.com/maps/search/?api=1&query=Lucky%20Strike%20Visalia&query_place_id=ChIJAbgYTyQvlYARcjACGpzZ6x8,Medium
Lucky Strike Clovis,(559) 298-6555,https://www.luckystrikeent.com/location/lucky-strike-clovis?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,"140 Shaw Ave, Clovis, CA 93612",4.2,1335,Bowling alley,https://www.google.com/maps/search/?api=1&query=Lucky%20Strike%20Clovis&query_place_id=ChIJ_-IyAXBclIARoCedObpkdAA,Medium
Ramada by Wyndham Bowling Green,(270) 936-8215,https://www.wyndhamhotels.com/ramada/bowling-green-kentucky/ramada-bowling-green-ky/overview?CID=LC:wmcic5n98gs1g0r:918&iata=00093796,"4767 Scottsville Rd, Bowling Green, KY 42104",3.9,1293,Hotel,https://www.google.com/maps/search/?api=1&query=Ramada%20by%20Wyndham%20Bowling%20Green&query_place_id=ChIJ73qvjtnnZYgRSSMUWZi9z4w,Low
Sam's Club,(912) 352-3330,https://www.samsclub.com/club/8202-savannah-ga,"1975 E Montgomery Cross Rd, Savannah, GA 31406",4.3,1286,Warehouse club,https://www.google.com/maps/search/?api=1&query=Sam's%20Club&query_place_id=ChIJyTdCSSl0-4gRmEYQfJ16PHI,Medium
Denali Pools,(512) 522-4977,https://www.denalipools.com/,"4350 E Whitestone Blvd, Cedar Park, TX 78613",4.9,1086,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Denali%20Pools&query_place_id=ChIJSUgKkgLTRIYRnMD3Em2kuHY,High
Hilton Vacation Club Bent Creek Golf Village Gatlinburg,(865) 436-2875,https://www.hilton.com/en/hotels/tysbcgv-hilton-vacation-club-bent-creek-golf-village-gatlinburg/?SEO_id=GMB-AMER-HH-TYSBCGV&y_source=1_MTAwNzQ1MTc4Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"3919 East Pkwy, Gatlinburg, TN 37738",4.4,1030,Hotel,https://www.google.com/maps/search/?api=1&query=Hilton%20Vacation%20Club%20Bent%20Creek%20Golf%20Village%20Gatlinburg&query_place_id=ChIJp6EQvCTiW4gRp15cEICttuM,Medium
AMF Pinole Valley Lanes,(510) 724-9130,https://www.amf.com/location/amf-pinole-valley-lanes/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,"1580 Pinole Valley Rd, Pinole, CA 94564",4.1,1003,Bowling alley,https://www.google.com/maps/search/?api=1&query=AMF%20Pinole%20Valley%20Lanes&query_place_id=ChIJu4FuDiJ3hYARjUcFbQjyZII,Medium
Evenflow Home & Commercial Services,(210) 985-4955,https://www.evenflowhomeservices.com/?utm_source=gbp&utm_medium=organic&utm_campaign=webite&utm_content=web-cta&utm_term=san-antonio-tx,"1547 W Poplar St, San Antonio, TX 78207",4.9,997,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Evenflow%20Home%20%26%20Commercial%20Services&query_place_id=ChIJ8ViWnZJdXIYRPM2iSEcgEtE,High
Bowlero Chico,(530) 895-3257,https://www.bowlero.com/location/bowlero-chico/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,"2397 Esplanade, Chico, CA 95926",4.2,925,Bowling alley,https://www.google.com/maps/search/?api=1&query=Bowlero%20Chico&query_place_id=ChIJh2OgP4HYgoAResbcrGKsKz0,Medium
AMF Rocklin Lanes,(916) 624-8216,https://www.amf.com/location/amf-rocklin-lanes/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,"2325 Sierra Meadows Dr, Rocklin, CA 95677",4.1,826,Bowling alley,https://www.google.com/maps/search/?api=1&query=AMF%20Rocklin%20Lanes&query_place_id=ChIJwXwttRgfm4ARCwDUuWwyHzE,Medium
Poolie - San Antonio (Formerly Fiesta),(210) 405-5990,https://poolie.com/cities/san-antonio/,"4738 Center Park Blvd, San Antonio, TX 78218",4.7,812,Swimming pool repair service,https://www.google.com/maps/search/?api=1&query=Poolie%20-%20San%20Antonio%20(Formerly%20Fiesta)&query_place_id=ChIJieovS3NhXIYRJOAPO9p8flY,High
Four Points by Sheraton Memphis - Southwind,(901) 309-3020,https://www.marriott.com/en-us/hotels/memwf-four-points-memphis-southwind/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"4090 Stansell Ct, Memphis, TN 38125",4,804,Hotel,https://www.google.com/maps/search/?api=1&query=Four%20Points%20by%20Sheraton%20Memphis%20-%20Southwind&query_place_id=ChIJVc8-b56Qf4gRY1OrhqvoOCI,Medium
Lucky Strike Brentwood,(925) 626-9007,https://www.luckystrikeent.com/location/lucky-strike-brentwood?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,"5000 Balfour Rd, Brentwood, CA 94513",4.4,777,Bowling alley,https://www.google.com/maps/search/?api=1&query=Lucky%20Strike%20Brentwood&query_place_id=ChIJy6z8_Zr-j4ARClN5PIKNceI,Medium
Holiday Inn Express Knoxville-Strawberry Plains by IHG,(865) 525-5100,https://www.ihg.com/holidayinnexpress/hotels/us/en/knoxville/tyssb/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-US-_-TYSSB,"730 Rufus Graham Rd, Knoxville, TN 37924",4.3,756,Hotel,https://www.google.com/maps/search/?api=1&query=Holiday%20Inn%20Express%20Knoxville-Strawberry%20Plains%20by%20IHG&query_place_id=ChIJo4XqzvsRXIgRxnRqa3OGQ4g,Medium
Blue Haven Pools & Spas,(210) 680-0006,https://www.bluehaven.com/san-antonio-swimming-pool-builder/,"7575 N Loop 1604 W, San Antonio, TX 78249",4.6,747,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Blue%20Haven%20Pools%20%26%20Spas&query_place_id=ChIJz0EJeBNmXIYR0aSuAENeRdw,High
Fairfield by Marriott Inn & Suites Asheboro,(336) 626-9197,https://www.marriott.com/en-us/hotels/gsoab-fairfield-inn-and-suites-asheboro/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"920 Executive Way, Asheboro, NC 27203",3.9,739,Hotel,https://www.google.com/maps/search/?api=1&query=Fairfield%20by%20Marriott%20Inn%20%26%20Suites%20Asheboro&query_place_id=ChIJwYCz3_xoU4gRNnlQbrF9Ud0,Low
Gary Pools,(210) 791-7577,https://www.garypools.com/?utm_campaign=gmb,"6865 Camp Bullis Rd, San Antonio, TX 78256",4.6,723,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Gary%20Pools&query_place_id=ChIJY9Uq936KXIYRSnfbhXG3_kE,High
Hampton Inn Lawrenceville,(770) 338-9600,https://www.hilton.com/en/hotels/atllvhx-hampton-lawrenceville/?SEO_id=GMB-AMER-HX-ATLLVHX&y_source=1_MjA4MjA0Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"1135 Lakes Pkwy, Lawrenceville, GA 30043",3.9,706,Hotel,https://www.google.com/maps/search/?api=1&query=Hampton%20Inn%20Lawrenceville&query_place_id=ChIJyyyfGDW89YgRXTBWH7pRsq4,Low
Yardzen,(888) 927-3936,https://yardzen.com/?utm_source=gmb&utm_medium=organic,,4.6,699,Landscape designer,https://www.google.com/maps/search/?api=1&query=Yardzen&query_place_id=ChIJASSKdzuFhYARdoBnzs0yoFQ,High
Lyon Financial,(877) 754-5966,http://www.lyonfinancial.net/,"118 Morlake Dr Suite 202, Mooresville, NC 28117",4.8,688,Financial consultant,https://www.google.com/maps/search/?api=1&query=Lyon%20Financial&query_place_id=ChIJs01EE-VUUYgR_RRPqWnCsxw,High
Penntek Industrial Coatings,(844) 290-9364,https://www.penntekcoatings.com/,"7850 Lakeville Blvd, Lakeville, MN 55044",4.9,664,Contractor,https://www.google.com/maps/search/?api=1&query=Penntek%20Industrial%20Coatings&query_place_id=ChIJ3UHemzxI9ocRKF3xkUljSKA,High
Onelife Fitness Dawsonville,(706) 541-8114,https://www.onelifefitness.com/gyms/dawsonville,"534 Marketplace Pkwy, Dawsonville, GA 30534",4.3,542,Gym,https://www.google.com/maps/search/?api=1&query=Onelife%20Fitness%20Dawsonville&query_place_id=ChIJcQFdtrSJ9YgRYn-qEskrOTY,Medium
Alta Pest Control,(702) 551-3495,https://www.altapestcontrol.com/locations/pest-control-las-vegas?utm_campaign=gmb,"3231 N Decatur Blvd #125, Las Vegas, NV 89130",4.8,506,Pest control service,https://www.google.com/maps/search/?api=1&query=Alta%20Pest%20Control&query_place_id=ChIJ40J7MZvVyIARt41gjyk14oo,High
Budget Host Westgate Inn Motel and Westgate RV Campground,(606) 878-7330,http://www.budgethost.com/hotels/Budget_Host_Westgate_Inn_London_KY.aspx,"254 Russell Dyche Memorial Hwy, London, KY 40741",4.1,423,Motel,https://www.google.com/maps/search/?api=1&query=Budget%20Host%20Westgate%20Inn%20Motel%20and%20Westgate%20RV%20Campground&query_place_id=ChIJ8x7guifNXIgRpmivYSdm0HU,Medium
The Great Entertainer,,http://www.tge.com/,"2028 S El Camino Real, San Mateo, CA 94403",4.5,412,Pool hall,https://www.google.com/maps/search/?api=1&query=The%20Great%20Entertainer&query_place_id=ChIJvSNTGPiej4AR2VuRsmNREHM,High
Wind Gate,(843) 875-0918,https://yescommunities.com/community/wind-gate,"420 Pittsburg Landing, Summerville, SC 29483",3.2,411,Mobile home dealer,https://www.google.com/maps/search/?api=1&query=Wind%20Gate&query_place_id=ChIJM37sgQhg_ogR7_yEk7XB1_U,Low
Goldfish Swim School - Johns Creek,(770) 637-0707,https://www.goldfishswimschool.com/johns-creek/,"6000 Medlock Bridge Pkwy Ste. C-200, Johns Creek, GA 30022",4.7,348,Swimming school,https://www.google.com/maps/search/?api=1&query=Goldfish%20Swim%20School%20-%20Johns%20Creek&query_place_id=ChIJRWPGlU2f9YgRwWpTKzivgiM,High
GreenWorks Inspections & Engineering - San Antonio TX,(210) 592-4335,https://greenworksinspections.com/locations/san-antonio-tx/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,"4040 Broadway Suite 240, San Antonio, TX 78209",5,345,Home inspector,https://www.google.com/maps/search/?api=1&query=GreenWorks%20Inspections%20%26%20Engineering%20-%20San%20Antonio%20TX&query_place_id=ChIJBVsSmnQm740RLNrC7Bc6c_E,High
Blue Science,(210) 361-5006,https://www.bluescience.com/swimming-pool-service/san-antonio-tx/,"10855 I-35, San Antonio, TX 78233",4.6,298,Pool cleaning service,https://www.google.com/maps/search/?api=1&query=Blue%20Science&query_place_id=ChIJbcvQ6FNfXIYRkimUyDePSik,High
Texas Deck Pros,(210) 774-2666,https://www.txdeckpros.com/,"2550 Boardwalk St, San Antonio, TX 78217",4.8,294,Deck builder,https://www.google.com/maps/search/?api=1&query=Texas%20Deck%20Pros&query_place_id=ChIJJ9tN6Rz1XIYRdj1chwvxlQ8,High
Sandium Heating and Air Conditioning,(408) 894-9072,https://sandium.com/,"1045 N 10th St, San Jose, CA 95112",4.9,285,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Sandium%20Heating%20and%20Air%20Conditioning&query_place_id=ChIJL0XwtLLJj4ARZRP5O2J0cfA,High
Village Green,(706) 866-8444,https://yescommunities.com/community/village-green,"465 Biscayne Blvd, Rossville, GA 30741",3.5,283,Mobile home dealer,https://www.google.com/maps/search/?api=1&query=Village%20Green&query_place_id=ChIJG22IB1BmYIgRI2Qynex-EH8,Low
Marriott's Harbour Club,(843) 363-3020,https://www.marriott.com/en-us/hotels/hhhht-marriotts-harbour-club/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"144 Lighthouse Rd, Hilton Head Island, SC 29928",4.5,274,Hotel,https://www.google.com/maps/search/?api=1&query=Marriott's%20Harbour%20Club&query_place_id=ChIJv3Yh4mGH-4gRn7FlF5h90lI,High
South Texas Pool Tile Cleaning,(210) 343-1207,https://www.southtexaspooltilecleaning.com/,"3623 E Evans Rd, San Antonio, TX 78259",4.8,269,Pool cleaning service,https://www.google.com/maps/search/?api=1&query=South%20Texas%20Pool%20Tile%20Cleaning&query_place_id=ChIJU8oYnb2JXIYRZrvoTlM00FI,High
Woodlake Manufactured Home Community,(336) 676-8722,https://yescommunities.com/community/woodlake,"5418 Country Club Rd, Greensboro, NC 27406",3.7,255,Mobile home dealer,https://www.google.com/maps/search/?api=1&query=Woodlake%20Manufactured%20Home%20Community&query_place_id=ChIJBQgtKQwXU4gRu4Ixhzpotyg,Low
Planterra Club,(770) 487-8141,https://www.invitedclubs.com/clubs/planterra-club,"500 Clubhouse Dr, Peachtree City, GA 30269",4.5,252,Swimming pool,https://www.google.com/maps/search/?api=1&query=Planterra%20Club&query_place_id=ChIJX3YSEl7q9IgR62ePx4ra5Uo,High
Pete's Billiards,(210) 375-8225,http://petes-billiards.square.site/,"2318 Blanco Rd, San Antonio, TX 78212",4.8,248,Billiards supply store,https://www.google.com/maps/search/?api=1&query=Pete's%20Billiards&query_place_id=ChIJs-jAmcJfXIYRNz4ln2N9MM8,High
"A-Tex Above Ground Pools, Spas, & Billiards",(210) 653-1566,http://www.atexpools.com/,"9323 Perrin Beitel Ste 108, San Antonio, TX 78217",4.7,243,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=A-Tex%20Above%20Ground%20Pools%2C%20Spas%2C%20%26%20Billiards&query_place_id=ChIJHYQHjEyLXIYRsGrNWa1yMMc,High
TEXAS CONCEPT HOME IMPROVEMENT,(210) 309-7641,http://www.texasconcept.com/,"7007 Bandera Rd ste 16, San Antonio, TX 78238",4.4,239,Contractor,https://www.google.com/maps/search/?api=1&query=TEXAS%20CONCEPT%20HOME%20IMPROVEMENT&query_place_id=ChIJnaalLcuKXIYRdoB63CQsofs,Medium
Hidden Falls,(770) 926-2680,https://yescommunities.com/community/hidden-falls,"6359 Bells Ferry Rd, Acworth, GA 30102",3.3,238,Mobile home dealer,https://www.google.com/maps/search/?api=1&query=Hidden%20Falls&query_place_id=ChIJG5XoED9q9YgRayg66oAJInE,Low
Smoke Creek,(770) 979-0902,https://yescommunities.com/community/smoke-creek,"4255 Smoke Creek Pkwy, Snellville, GA 30039",3.6,235,Mobile home dealer,https://www.google.com/maps/search/?api=1&query=Smoke%20Creek&query_place_id=ChIJmbz51wix9YgRWox3tq_7cjI,Low
Davis Pools,(210) 740-5317,http://www.davispoolstx.com/,,5,231,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Davis%20Pools&query_place_id=ChIJTSbgVYppXIYR7oTOY_oh7VQ,High
Goldfish Swim School - Chapel Hill,(919) 372-0873,https://www.goldfishswimschool.com/chapel-hill/,"1728 Fordham Blvd #143, Chapel Hill, NC 27514",4.8,231,Swimming school,https://www.google.com/maps/search/?api=1&query=Goldfish%20Swim%20School%20-%20Chapel%20Hill&query_place_id=ChIJXwjYMCjdrIkRqIcBG6MjW8c,High
Polo Golf & Country Club,(770) 887-7656,https://www.invitedclubs.com/clubs/polo-golf-country-club,"6300 Polo Club Dr, Cumming, GA 30040",4.4,227,Swimming pool,https://www.google.com/maps/search/?api=1&query=Polo%20Golf%20%26%20Country%20Club&query_place_id=ChIJaTIZJsec9YgROv3OrJi7laM,Medium
South Texas Fence,(830) 391-4776,http://southtxconstruction.com/,"1005 W Ridgewood Ct, San Antonio, TX 78201",4.3,226,Fence contractor,https://www.google.com/maps/search/?api=1&query=South%20Texas%20Fence&query_place_id=ChIJqZHeTgpfXIYR7pleaF62cHk,Medium
Shannonwood,(843) 282-7905,https://yescommunities.com/community/shannonwood,"215 Shannonwood Dr, Moncks Corner, SC 29461",3.7,217,Mobile home dealer,https://www.google.com/maps/search/?api=1&query=Shannonwood&query_place_id=ChIJxwo8fSZa_ogRSbkQTtZWPxM,Low
Goldfish Swim School - Charlotte,(704) 946-8144,https://www.goldfishswimschool.com/charlotte/,"13403 S Ridge Dr, Charlotte, NC 28273",4.7,211,Swimming school,https://www.google.com/maps/search/?api=1&query=Goldfish%20Swim%20School%20-%20Charlotte&query_place_id=ChIJXfYrYCubVogRYXA9Phrop2c,High
Gary's Pool and Patio,(830) 217-3439,https://www.garyspoolandpatio.com/,"13800 San Pedro Ave #2, San Antonio, TX 78232",4.7,208,Swimming pool contractor,https://www.google.com/maps/search/?api=1&query=Gary's%20Pool%20and%20Patio&query_place_id=ChIJb9jQ8H6KXIYRcp8-1jqx-xo,High
